key=of   value=2526
key=alarm   value=1
key=blowing   value=2
key=stole   value=3
key=seemed,   value=2
key=adventure   value=3
key=operation   value=1
key=steeple   value=1
key=officer's   value=2
key=rear.   value=2
key=Grylls'   value=1
key=hatchway.   value=2
key=ladder,   value=2
key=dead;   value=1
key=nimbly--and   value=1
key=luckily   value=1
key=brained   value=1
key=stunned   value=1
key=thudded   value=2
key=roar.   value=1
key=yelled,   value=1
key=anchoring   value=1
key=rung.   value=2
key="Hold   value=1
key=three--heave,   value=1
key=Heaven,   value=3
key=missed;   value=1
key=lanterns,   value=1
key=midst   value=4
key=octagonal   value=1
key=pale,   value=1
key=light--as   value=1
key=supposed,   value=1
key=declining   value=2
key=moon.   value=1
key=cavernous   value=1
key=monstrous   value=2
key=ropes   value=5
key=filaments   value=1
key=stiff   value=3
key=scrambled   value=3
key=happen.   value=1
key=baffled   value=1
key=move;   value=1
key=feet--the   value=2
key=oak   value=3
key=shot;   value=2
key=skip.   value=1
key=volley,   value=1
key=within,   value=3
key=alarmed   value=1
key=briskly   value=4
key=angle   value=5
key=bullets--or   value=1
key=upwards   value=1
key=By-and-by   value=4
key=rooms   value=2
key=discovered,   value=1
key=heel,   value=1
key=upon,   value=1
key=for,"   value=3
key=pause   value=2
key=firing,   value=1
key=ours:   value=1
key=quickly."   value=1
key=confessed   value=1
key=shamefacedly.   value=1
key=Scropes   value=1
key=Grosvenors,   value=1
key=what-not.   value=1
key=tediously   value=1
key=discoursing!"   value=1
key=calling?"   value=1
key=Provost-Marshal   value=2
key=summoning   value=2
key=parley.   value=1
key=temper.   value=2
key=then:   value=2
key=consent   value=2
key=affair,   value=1
key=surrender."   value=1
key="Indeed   value=1
key=enough.   value=3
key=mine;   value=1
key=incorrect   value=1
key=release   value=1
key=wonderful   value=1
key=argument.   value=1
key=absurdest   value=1
key=threatened,   value=2
key=shaking   value=5
key=fist.   value=1
key=shoulder,   value=3
key="Wyvern,"   value=1
key=yourself!   value=1
key=window--the   value=1
key=directed.   value=1
key=haste   value=2
key=southward!"   value=1
key=blesseder   value=1
key="Softly--softly!"   value=1
key=rebuked   value=2
key="your   value=2
key=Provost-Marshal's   value=3
key=answer:   value=3
key=so--since   value=1
key=sneering.   value=1
key=chance,   value=3
key=gentlemen,"   value=2
key="Will   value=3
key=Captain,"   value=1
key=folded.   value=1
key=magnanimity   value=1
key=lives   value=5
key=begging   value=2
key=yield   value=2
key=Judge   value=1
key=amazement   value=3
key=red-bearded   value=1
key=oath,   value=2
key="surrender"   value=1
key=Captain--what   value=1
key=general,"   value=1
key=lead.   value=1
key=matter----"   value=1
key=Wilkes'   value=1
key="Wounds   value=1
key=army!   value=1
key=special   value=4
key=then;   value=1
key=him!"   value=3
key=friends,"   value=3
key=die--if   value=1
key=wills   value=1
key=England."   value=1
key="Time   value=1
key=announced   value=2
key="Do   value=5
key=submit,   value=1
key="No!"   value=1
key=forbear   value=1
key=insult.   value=1
key=commended   value=1
key=clenching   value=1
key=jarring   value=1
key=us--flat-laid   value=1
key=were--and   value=1
key=wall.   value=3
key=foundations   value=1
key=roar,   value=3
key=sensation   value=1
key=Answering   value=1
key=walls   value=5
key=heavens   value=1
key=split   value=3
key=mortar:   value=1
key=clanged   value=1
key=explosion   value=2
key=answering   value=1
key=separated   value=1
key=gulf,   value=1
key=blotted   value=1
key=flame   value=2
key=flooring,   value=2
key=midway,   value=1
key=ends.   value=1
key=cloud   value=1
key=dust,   value=1
key=lime.   value=1
key=coating   value=1
key=legs,   value=2
key=groaning.   value=1
key=unhurt,   value=1
key=rocked,   value=1
key=unharmed.   value=1
key=particular,   value=1
key=overhead.   value=1
key=apprehension,   value=1
key=concussion,   value=1
key=cartloads   value=1
key=cobwebs   value=1
key=gloom   value=1
key=metal   value=1
key=slipping,   value=1
key=panic   value=1
key=ladder.   value=1
key=Grylls--I   value=1
key=which--besought   value=1
key=church.   value=3
key=descent   value=3
key=knotted   value=2
key=down;   value=1
key=strangest   value=1
key=We,   value=1
key=comradeship   value=1
key=peril   value=2
key=said!   value=1
key=blown   value=2
key=tower-piers   value=1
key=columns   value=2
key=inwards   value=4
key=nave,   value=1
key=porch   value=7
key=thanks.   value=1
key=troops,   value=2
key=suburbs   value=2
key=dusty   value=1
key=cottage   value=2
key=Frenchman's   value=3
key=Creek   value=2
key=woods   value=3
key=Helford   value=7
key=flows   value=1
key=earthly   value=1
key=meets   value=1
key=Manacles--a   value=1
key=sunsets   value=1
key=village   value=3
key=solitude.   value=1
key=Off   value=1
key=flood   value=3
key=dip   value=1
key=glassed   value=1
key=ripple,   value=1
key=spend   value=2
key=be!   value=2
key=River   value=1
key=creek   value=5
key=cob-built   value=1
key=sunlight,   value=1
key=aligned   value=1
key=statues   value=1
key=verderer,   value=1
key=unimportant   value=1
key=propose   value=3
key=affliction,   value=2
key=grandfather   value=29
key=constable   value=3
key=forty-seven   value=1
key=headstone   value=1
key=family,   value=2
key=handle.   value=1
key=temper,   value=3
key=_Bounty_.   value=1
key=Bligh,"   value=2
key=cured   value=1
key=cussedness:   value=1
key=news.   value=2
key="Darn   value=1
key="here's   value=1
key=ain't   value=1
key=warrior!"   value=1
key=forgotten   value=6
key=left'nant   value=1
key=Later   value=1
key=experiences   value=1
key=mutinies,   value=1
key=Nore.   value=1
key="Now,   value=2
key=delegates--"his   value=1
key=grievances:   value=1
key=delegates   value=1
key=two's   value=1
key=ballast   value=1
key=swarmed   value=1
key=Camperdown,   value=1
key=Copenhagen,   value=1
key=South   value=1
key=forty-eight   value=1
key=colony,   value=1
key=irons   value=1
key=brass   value=1
key=band:   value=1
key=George,   value=1
key=captain   value=1
key=home,   value=5
key='seventeen,   value=1
key=Bligh   value=23
key=summer:   value=1
key=sultry.   value=1
key=map   value=2
key=soundings   value=2
key=chart   value=1
key=place";   value=1
key=pupil   value=1
key=Cook's,   value=1
key=Navy.   value=1
key=coach   value=9
key=June;   value=1
key=retired   value=3
key=naval   value=2
key=packet;   value=1
key=Highflyer   value=3
key=crammed   value=2
key=parcels   value=5
key=Vicar's   value=1
key=Polwhele,   value=9
key=visited   value=1
key=shopping.   value=1
key=hold,   value=2
key=Ferry   value=1
key=Inn   value=2
key=landlady;   value=1
key=ferry-boat.   value=1
key=lightning   value=1
key=whizzed   value=1
key=Deva,   value=1
key=gutters   value=1
key=shutes,   value=1
key=inshore   value=1
key=pea-soup.   value=1
key=birds   value=2
key=a-twinkle   value=1
key=unlashing   value=1
key=tarpaulin   value=2
key=wet   value=2
key=skin,   value=1
key=chained   value=1
key=temper:   value=1
key=arrive,   value=1
key=bed-ties:   value=1
key=bided   value=1
key=chambermaid   value=1
key=talkative   value=1
key=Boots   value=1
key=trips   value=1
key=box-seat,   value=1
key=fluff   value=1
key=hitched   value=2
key=narrow-necked   value=1
key=bottle.   value=1
key=gentlemen!"   value=1
key=trust   value=1
key=haven't   value=1
key=girl;   value=1
key=la!   value=1
key=storm   value=1
key=lasted!   value=1
key=crown-pieces.   value=1
key=unfortunate   value=1
key=now--if   value=1
key=happen:   value=1
key=lumbago   value=1
key=hotel-keepers   value=1
key=sheets!   value=1
key=May   value=1
key=Falmouth,   value=2
key=admire.   value=1
key=wraps   value=1
key=seat,   value=3
key=cheek   value=2
key=truth--that   value=1
key=orchard   value=1
key=hatchet   value=1
key=marking   value=2
key=family.   value=2
key=glowering   value=2
key=withering   value=1
key=lazy,   value=1
key=French.   value=3
key=newspaper   value=3
key=German,   value=1
key=they'll   value=1
key=threw   value=1
key=parlourmaid   value=1
key=secrets   value=1
key=Ma'am,"   value=1
key=lady,   value=5
key="you're   value=1
key=mistaking   value=1
key=compliments."   value=1
key=month's   value=1
key=commend   value=2
key=spirit.   value=1
key=included,   value=1
key=respectfully,   value=1
key=affront   value=1
key=Bligh's   value=2
key=Frenchies   value=1
key=Jim   value=10
key=blunderbuss   value=1
key=Sammy   value=4
key=coachman,   value=1
key=gallop.   value=2
key=bed   value=6
key=Frenchmen   value=2
key=Vicarage:   value=3
key=pulpit--'twas   value=1
key=maintained,   value=1
key=seashore.   value=1
key=shawl   value=3
key=invaders,   value=1
key=perched   value=2
key=country's   value=3
key=bowling   value=1
key=hour.   value=1
key=Guard   value=4
key=han't   value=1
key=started."   value=1
key=custom,   value=1
key=tumbles   value=1
key="Stop   value=1
key=yells   value=2
key=Hosking   value=2
key=thunder's   value=1
key="Female   value=1
key="Mrs.   value=1
key=fury,   value=1
key=Sharl   value=2
key=luggage   value=2
key=sulkiness   value=1
key=starting.   value=1
key=soaking   value=1
key=Dutch   value=1
key=cheeses   value=1
key=belongings.   value=1
key=passenger   value=1
key=Thereupon   value=1
key=Polwhele:   value=2
key=lamb.   value=1
key=pillaloo.   value=1
key=faces,"   value=1
key=snapped   value=1
key=indeed!   value=1
key=buy   value=9
key=farmhouse   value=1
key=unloaded,   value=1
key=Highflyer--that   value=1
key=delayed   value=1
key=hour--rattled   value=1
key=gallop,   value=1
key=Falmouth--which   value=1
key=Crown   value=3
key=Anchor,   value=2
key=snuff   value=3
key=kiss.   value=2
key=journey?"   value=1
key=bull-necked-looking   value=1
key=coach-roof,   value=1
key=bounced   value=1
key=inn   value=2
key=accident;   value=1
key=leans   value=1
key=down:   value=1
key=Parson,   value=11
key=t'other   value=1
key=doted   value=1
key=Cornwall:   value=1
key=book-learning   value=1
key=rambled   value=1
key=terribly,   value=1
key=contents,   value=1
key=better-suited   value=1
key=affectionate;   value=1
key=tripped   value=2
key=ill?"   value=1
key=Parson.   value=6
key=poor,   value=4
key="'Tisn'   value=1
key=rumpus.   value=1
key=hurried   value=4
key=indoors   value=1
key=pair.   value=1
key=eastward,   value=1
key=chafing   value=1
key=hills   value=1
key=cost.   value=1
key=Grampound   value=1
key=westward,   value=1
key=postilion   value=1
key=chaises   value=1
key=steaming.   value=1
key=chaise.   value=1
key=Richard!"   value=1
key=Polwhele.   value=8
key=angel?"   value=1
key=Besides,"   value=1
key=prudent   value=1
key=world."   value=1
key=piled   value=5
key=So,   value=3
key=sad-like,   value=1
key=Falmouth--and   value=1
key=trot,   value=1
key=sings   value=3
key=likewise.   value=1
key=chaise,   value=1
key=tightly   value=1
key=uncomfortable."   value=1
key=thing's   value=1
key=Frenchman   value=2
key=merchant[3]   value=1
key=hulks   value=1
key=Hamoaze."   value=1
key=Euphemistic   value=1
key="smugglers'   value=1
key="Tut-tut-tut!   value=1
key=know;   value=1
key=cross."   value=1
key=broad   value=5
key=hearing."   value=2
key=mysteries,"   value=1
key=plastered   value=1
key=shillings   value=3
key=pounded   value=1
key=asleep,   value=2
key=tired   value=2
key=dozed   value=2
key=scream,   value=1
key=good:   value=2
key=hundred!"   value=1
key=transhipped   value=1
key=cart,   value=1
key=sunset,   value=1
key=Passage   value=3
key=parish.   value=2
key=Arch'laus   value=15
key=Spry,   value=7
key="Hullo,   value=1
key=bad--Mawnan   value=1
key=We've   value=1
key=_has_   value=1
key=wrong?"   value=1
key=worst."   value=1
key=mysterious-like   value=1
key=halt,   value=1
key=daubing   value=1
key=flag.   value=1
key=asks:   value=1
key="You're   value=4
key=Billy   value=3
key=Johns   value=3
key=again?"   value=1
key=yesterday   value=2
key=unaccountable   value=2
key=bad."   value=1
key=outbreaks,"   value=1
key="Besides,   value=1
key=turned,   value=3
key=whitewash   value=3
key=flags   value=3
key=fluttering.   value=1
key=river's   value=1
key=him,"   value=2
key=Bosahan   value=1
key=setting   value=1
key=couldn't,   value=1
key=pocketful   value=1
key=crowns,   value=1
key=yards."   value=1
key=hoped   value=3
key=halt.   value=2
key=Gospel,   value=1
key=dazed   value=1
key=naughty   value=1
key=yourself,   value=1
key=wig   value=1
key=shorter   value=2
key=ordinary;   value=1
key=fly."   value=1
key="he's   value=1
key=Widow   value=2
key=Polkinghorne,   value=2
key=dinner--a   value=1
key=cider   value=1
key=Robin's   value=1
key=sidle   value=1
key=settled':   value=1
key=answered?   value=1
key='That's   value=1
key=annoy   value=1
key=dusking   value=1
key=dark:   value=2
key=digging--he   value=1
key=discoursed,   value=1
key=Plymouth.   value=2
key=out--   value=1
key=foreshore?"   value=1
key="Richard,   value=1
key=burnt   value=2
key=argued,   value=1
key=a-got   value=2
key=parish;   value=1
key=Papists   value=1
key=frogs   value=1
key=kissing   value=1
key=toe."   value=1
key=curl-papers   value=1
key=crackling   value=1
key=fright;   value=1
key=hour--the   value=1
key=counterpane   value=1
key=skipped   value=1
key=risen   value=3
key=ye?   value=1
key=least."   value=1
key="Couldn't   value=1
key=had,"   value=1
key="Some   value=1
key=person've   value=1
key=a-stole   value=1
key=shovel,   value=1
key=pick,   value=1
key="Nonsense!"   value=1
key=nonsense,   value=1
key=overnight."   value=1
key=missing?"   value=1
key=trace   value=1
key=Calvin.   value=1
key=moment----"   value=1
key=yard.   value=1
key=tool-shed   value=2
key=garden.   value=1
key=want,   value=2
key=theft   value=2
key=ready?"   value=1
key=Saturday,   value=1
key=comfort   value=1
key=Polwhele--which   value=1
key=declared.   value=1
key=shivering   value=1
key=sermon.   value=1
key=thoughts.   value=2
key=Try   value=1
key=harking   value=1
key=garden-gate   value=1
key=square-cut,   value=1
key=blue,   value=2
key=tools   value=2
key=biddicks.   value=1
key=suppose?"   value=2
key=unlatched   value=1
key=eh?   value=2
key=Bit   value=1
key=understand?   value=1
key=line,   value=1
key=broken:   value=1
key=could."   value=1
key=emptied   value=1
key=table--an   value=1
key=earthenware   value=1
key=ring,   value=1
key="Human,   value=1
key=bones   value=1
key=nose.   value=2
key=Romans,   value=1
key=doubt."   value=1
key=Romans?   value=1
key=Ancient   value=1
key=mound   value=6
key=yours."   value=1
key=camp?   value=1
key=fifty!"   value=1
key=camp,   value=2
key=it----"   value=1
key=interrupting.   value=1
key=compassion.   value=1
key=contradict.   value=1
key=sayin'----"   value=1
key=Camp,   value=1
key=hat."   value=2
key="Damme,   value=1
key=interrupt   value=3
key=will.   value=1
key=hat!"   value=1
key=denied.   value=1
key=Round   value=1
key=camp----"   value=1
key=thing!"   value=1
key=British   value=15
key=barrow;   value=1
key=sailor,   value=1
key=shopful   value=1
key=kindness,   value=1
key=dig   value=2
key=get!"   value=1
key="Thanks!"   value=1
key=horsewhipped,   value=1
key=apple   value=1
