word=The   count=511
word=dung-hill,   count=1
word=e'en   count=1
word=e'er   count=1
word=I'll   count=18
word=muck   count=1
word=touches   count=1
word=sow,   count=1
word=lavender!"   count=1
word=demure.   count=1
word=shivering,   count=1
word=wickedness   count=1
word=amid   count=3
word=riot   count=1
word=happen,   count=1
word=belike,   count=2
word=murderers'   count=1
word=demure;   count=1
word=leading   count=11
word=Gardens   count=1
word=this--that   count=1
word=door   count=55
word=Through   count=2
word=buzz   count=2
word=guests.   count=1
word=storeys   count=1
word=shadows   count=2
word=disappear:   count=1
word=feeling   count=9
word=inmates   count=1
word=soft   count=3
word=companions   count=1
word=silent.   count=1
word=stairs.   count=3
word=extinguish   count=1
word=upward.   count=1
word=lattice   count=5
word=strangling   count=1
word=sob.   count=1
word=doorway   count=13
word=out-stretched   count=1
word=moment;   count=1
word=disappear,   count=1
word=hair   count=4
word=there!"   count=5
word="What's   count=7
word=woman's   count=4
word=curtain   count=5
word=answer.   count=4
word=there?"   count=3
word=frightened   count=3
word=withal.   count=2
word=her.   count=10
word=dwarfs,   count=1
word=house-door   count=1
word=studded   count=1
word=iron   count=4
word="Let   count=6
word=be,"   count=2
word=Wapping   count=1
word=Isle   count=1
word=Cathay,   count=2
word=outlandish   count=1
word=she?   count=1
word=Christian;   count=1
word=tale   count=2
word=Gloucestershire,   count=1
word=pickled   count=1
word=Gloucester   count=1
word='em;   count=2
word=hesitated,   count=2
word=heel   count=2
word=lighted   count=1
word=handle,   count=1
word=apprentice's,   count=1
word=staircase;   count=1
word=stairs'   count=2
word=glimpse   count=5
word=life   count=12
word=dice   count=1
word=beyond,   count=2
word=shoulders,   count=5
word=half   count=18
word=asleep;   count=1
word=lazy   count=1
word=lashes.   count=1
word=tambourine   count=4
word=ribbons   count=1
word=striped   count=2
word=petticoat,   count=1
word=sliding   count=1
word=crook--you   count=1
word=furtively,   count=1
word=girl   count=3
word=looked,   count=1
word=infinitely   count=1
word=mart   count=1
word=factory   count=1
word="--Down   count=1
word=Need'st   count=1
word=abuses,   count=1
word=son:   count=1
word=degrees   count=3
word=you)   count=1
word=city   count=4
word=proportionate   count=1
word=greatness;   count=1
word=rich   count=3
word=masques   count=1
word=cleaner   count=1
word=glee   count=1
word=port   count=1
word=stones?   count=1
word=Is't   count=1
word=decent,   count=1
word=folk   count=1
word=clergy,   count=1
word=aldermen--and   count=1
word=abusing   count=2
word=Doth   count=3
word=church?   count=1
word=purses:   count=1
word=running   count=20
word=Mass   count=1
word=Hell   count=1
word=Lazarus   count=1
word=masque,   count=1
word=bull-baiting,   count=1
word=roaring   count=1
word=say!   count=5
word=lamp   count=8
word=voices.   count=1
word=pressed   count=7
word=tender.   count=1
word=pausing   count=6
word=threshold,   count=4
word=lasted:   count=1
word=subdued   count=1
word=crew   count=19
word=pardonably   count=1
word=triumphed,   count=1
word=outwits   count=1
word=generation   count=2
word=to-day.   count=1
word=ladies,   count=1
word=Jonson--an   count=1
word=rasping   count=1
word=accent,   count=1
word=manner--proposed   count=1
word=author;   count=1
word=length;   count=1
word=spicing   count=1
word=quotations   count=1
word=Aristotle,   count=1
word=_Ars   count=1
word=Seneca,   count=1
word=authors   count=1
word=studied   count=3
word=Aretine   count=1
word=acting....   count=1
word=senior,   count=1
word=age.   count=4
word=vacuous   count=1
word=drummed   count=1
word=toes   count=2
word=pipe   count=5
word=chin   count=6
word=resting   count=4
word=watched   count=10
word=lurking   count=1
word=scanned   count=6
word=smiling   count=3
word=speech,   count=1
word=encomiums,   count=1
word=author.   count=1
word=fill   count=6
word=silence   count=4
word=London.   count=1
word=Heminge   count=1
word=boards.   count=1
word=women--and   count=2
word=trade."   count=1
word=drop   count=7
word=base   count=5
word=Phoenix   count=1
word=shouted   count=6
word=Meat   count=1
word=brisk--all   count=1
word=yawned.   count=1
word="Music,   count=2
word=Music!"   count=1
word=him;   count=7
word=stairway--   count=1
word=heart!"   count=1
word=is't   count=1
word=singing   count=8
word=me."   count=4
word=private   count=6
word=almost--stood   count=1
word=slashed   count=1
word=youthfully   count=1
word=shrill,   count=1
word=protest   count=3
word="may   count=2
word=pretty,   count=2
word=cloaked   count=1
word=roguish   count=1
word=bow.   count=4
word=singled   count=1
word=nodded.   count=7
word=salutation   count=2
word=dark   count=16
word=rise   count=6
word=temples   count=1
word=nod.   count=2
word=Herbert   count=5
word=signifying   count=1
word=bait   count=1
word=gently.   count=3
word=white-cloaked   count=1
word=laughed   count=9
word=tilted.   count=1
word=flinch,   count=1
word=lad!   count=1
word=invited   count=2
word=modesty   count=1
word="Music?   count=1
word=music?"   count=1
word=foreign   count=4
word=newcomers,   count=1
word=woman--the   count=1
word=spokesman,   count=1
word=heavily   count=3
word=cunning   count=1
word=drum   count=6
word=_Julie,   count=1
word=tambourin;   count=1
word=Toi,   count=1
word=hummed,   count=1
word=tapping   count=3
word="So?   count=1
word=Christmas,   count=1
word=sing   count=3
word=tune   count=2
word=instruments--   count=2
word=patapatapan--   count=2
word=Nous   count=1
word=gaîment!_   count=1
word=Goes   count=1
word=Julitta   count=1
word=carol?"   count=1
word=protested.   count=2
word=swallow   count=2
word=us."   count=1
word=where's   count=1
word=harm   count=9
word=religions,   count=1
word=heathen   count=2
word=England   count=5
word=Christendom--   count=1
word=wrapped   count=4
word=Sing   count=2
word=precedent.   count=1
word=liberal   count=1
word=honest.   count=1
word=late   count=5
word=squeamish.   count=1
word=paces!"   count=1
word=demand,   count=1
word="Who   count=6
word=gigantic!"   count=1
word=wave   count=2
word=arms   count=13
word=pell-mell,   count=1
word=tables,   count=5
word=chairs,   count=1
word=rushes.   count=1
word=panther   count=1
word=cleared   count=6
word=her,   count=25
word=whirled   count=3
word=dreamed   count=4
word=gaze   count=6
word=younger   count=8
word=foreigner,   count=1
word=visible   count=1
word=blindly   count=1
word=glance;   count=1
word=shudder   count=1
word=blinked   count=3
word=pair   count=16
word=puffing   count=2
word=flageolet.   count=1
word=dancer.   count=1
word=marvellous   count=4
word="_Turelurelu,   count=1
word=Faisons   count=1
word=�   count=1
word=stupor,   count=1
word=checked   count=3
word=poised,   count=1
word=butterfly:   count=1
word=slowly,   count=7
word=spin   count=2
word=span   count=2
word=outline   count=1
word=rose   count=10
word=wilder,   count=1
word=disc   count=1
word=jewels.   count=1
word=roar   count=3
word=dancer,   count=1
word=dipping   count=1
word=brushed   count=3
word=carelessly   count=2
word="Bravo!   count=1
word=gnawing   count=1
word=meal   count=3
word=wine-flask   count=2
word=notice.   count=1
word=God)   count=1
word=bend   count=7
word=charged   count=3
word=proper.   count=1
word=recognise:   count=1
word=_Age   count=1
word=unmeet,   count=1
word=rage   count=2
word=buss   count=1
word=sweet._   count=1
word=kiss   count=5
word=reports   count=2
word=Majesty   count=10
word=send   count=6
word=beamed,   count=1
word=delighted.   count=1
word=is,"   count=2
word=Queen?"   count=1
word=flushed   count=3
word='and   count=1
word=hero   count=1
word=foolish   count=5
word=overlay   count=1
word=clog   count=1
word=express   count=1
word=Head   count=1
word=seek   count=3
word="That,"   count=1
word=to-night."   count=5
word=died   count=8
word=humour,   count=1
word="Her   count=1
word=motley,   count=1
word=indulgent,   count=1
word=disguise."   count=1
word=pity   count=1
word=nervously.   count=1
word=Queen--God   count=1
word=her!--desires   count=1
word=frolic.   count=1
word=saucily   count=1
word=no,"   count=2
word=seriously,   count=1
word=too,--that   count=1
word=business."   count=3
word=frolic,   count=1
word=pageant   count=1
word=dancing-girl,   count=1
word=who,   count=7
word=clasped   count=4
word=sullen,   count=2
word=child?"   count=2
word=achieve   count=1
word=rising,   count=1
word=musicians.   count=1
word=commanded.   count=2
word=hanging   count=5
word=revolve   count=1
word=circle,   count=1
word=deliberately,   count=1
word=bodice;   count=1
word=writhed   count=1
word=shining   count=3
word=bracelets,   count=1
word=curving   count=1
word=coil   count=3
word=statue,   count=1
word=her!   count=2
word=darting   count=1
word=limp   count=1
word=Bearing   count=1
word=window,   count=17
word=tore   count=2
word=drooped   count=1
word=better!   count=1
word=shuddering   count=1
word="Go,   count=2
word=dare-devil   count=1
word=kill   count=8
word=ancient   count=6
word=burning   count=3
word=draught   count=1
word=trooped   count=1
word=downstairs   count=3
word=burden.   count=1
word=Others,   count=1
word=hire   count=1
word=Stairs.   count=2
word="Can   count=1
word=pouring   count=9
word=pets   count=1
word=resumed   count=2
word=drummer   count=2
word=Both   count=1
word=Francisco,   count=3
word=crusts--searched   count=1
word=battlefields,   count=1
word=peering   count=7
word=dead   count=13
word=hullo!"   count=2
word=panting   count=2
word="Faith,   count=2
word=pocket,   count=2
word=stairhead.   count=1
word="Will!"   count=1
word=bawled.   count=1
word=vacuously,   count=1
word=breath,   count=2
word=spun   count=2
word=choking   count=1
word=rush   count=8
word=dizzy--the   count=1
word=shield,   count=1
word=hurl   count=1
word=hate   count=1
word=table's   count=4
word=glasses   count=3
word=rims   count=1
word=peal   count=3
word=jeering   count=1
word=bare   count=4
word=unmoved   count=1
word=spring.   count=2
word=slid   count=6
word=overturned   count=1
word=rail   count=1
word=pinning   count=1
word=youth's   count=1
word=contracted   count=2
word=gush   count=1
word=escape:   count=1
word=stroke,   count=2
word=thud   count=4
word=feasted   count=3
word=later),   count=1
word=entered   count=5
word=wall   count=24
word=guests'   count=1
word=mien   count=1
word=tall   count=7
word=bore   count=9
word=closing   count=3
word=plainly   count=6
word=crusts.   count=1
word=scurrying,   count=1
word=hint   count=2
word=not.   count=1
word=damning   count=1
word=throat,   count=2
word="Gone!"   count=1
word=disconsolate,   count=1
word=sinner.   count=1
word=piper?"   count=1
word="Art   count=1
word=drunk,"   count=2
word=promises."   count=1
word=dizzies   count=1
word=me...."   count=1
word=health,   count=1
word=Madam!"   count=2
word=Dawn   count=1
word=dawn   count=3
word=tideway   count=1
word=gold   count=4
word=come--a   count=1
word=Day.   count=1
word=coughed   count=1
word=huddled   count=4
word=belated   count=1
word=tinkled   count=1
word=kindly,   count=3
word=stretching   count=2
word=closer.   count=1
word=sooner,   count=1
word=doubt,"   count=1
word=wry,   count=1
word="_Sometime   count=1
word=see;   count=1
word=wind   count=9
word=rain_--   count=1
word=_But   count=3
word=me._   count=1
word=salt   count=1
word=warp   count=1
word=thou'rt   count=1
word=landowner,   count=1
word=shire?"   count=1
word=estate?   count=1
word=leave."   count=1
word=know--I   count=1
word=_Nescio   count=1
word=solum_--those   count=1
word=Yes,   count=8
word=fancied--poor   count=1
word=vile   count=1
word=translates   count=1
word=but--then,   count=1
word=lads   count=5
word=aforetime.   count=1
word=Greene,   count=1
word=bent   count=10
word="--I   count=1
word=bed,   count=5
word=chaplet   count=1
word=though.   count=4
word='em,   count=3
word=now....   count=1
word=Kit?   count=1
word=Kit,   count=2
word=Damnation,   count=1
word=art!   count=1
word=youngster,   count=3
word=Scotchman,   count=1
word=Jonson,   count=1
word=be."   count=2
word=Tall   count=1
word=poet   count=2
word=Englishman   count=2
word=dreams,   count=1
word=narrow,   count=1
word=Dear   count=1
word=knowest--I   count=1
word=gift   count=1
word=saving.   count=1
word=almost:   count=1
word=bethink   count=1
word=Wilt   count=1
word=book--a   count=1
word=neighbours   count=2
word=respected.   count=1
word=Stairs,   count=1
word=opened.   count=1
word=furlong   count=2
word=spreading,   count=1
word=circles   count=1
word=night!"   count=3
word=heard,"   count=1
word=talking   count=7
word=feelest   count=1
word=shifts,   count=1
word=hail   count=4
word=anon   count=2
word=Meanwhile,   count=2
word=river--see   count=1
word=bridge,   count=8
word=them!--see   count=1
word=drifted   count=3
word=touched   count=10
word=nearing   count=1
word=farther   count=3
word=Behind,   count=1
word=guitars   count=1
word=tide   count=5
word='ee,   count=2
word=Time   count=1
word=public.   count=1
word=too;   count=1
word=ear"   count=1
word=Saltash   count=14
word=females   count=3
word=Hancock   count=11
word=turn-to   count=1
word=Hey?   count=1
word=if----I   count=1
